index,instruction,input,expected_answer,model_response,generation_time,dataset,task_type
14992,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"The cost of a car was $3,000 in 1960. In 2010, the price had increased to $5,000. What was the percent increase in the cost of the car?

Choices:
A. 33.3%
B. 45%
C. 60%
D. 66.6%
E. 55.8%",66.6%,"Reasoning:
The percent increase in the cost of the car is
(5000-3000)/3000*100 = 66.6%
The answer is D.

Final Answer:
66.6%",3.847451686859131,AQUA-RAT,math_reasoning
4457,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"Machines A and B produce bottles at their respective constant rates. Machine A produces k bottles in 4 hours and machine B produces k bottles in 5 hours. How many hours does it take machines A and B, working simultaneously, to produce 18k bottles?

Choices:
A. 28
B. 32
C. 36
D. 40
E. 44",40,"Reasoning:
The rate of machine A is k/4 bottles per hour.
The rate of machine B is k/5 bottles per hour.
The combined rate of the two machines is k/4 + k/5 = 9k/20 bottles per hour.
The time required to produce 18k bottles is 18k / (9k/20) = 20 hours.
The answer is B.

Final Answer:
32",8.148253679275513,AQUA-RAT,math_reasoning
16750,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"If two painters can complete four rooms in two hours, how many painters would it take to do 24 rooms in 8 hours?

Choices:
A. 7
B. 8
C. 4
D. 6
E. 1",4,"Reasoning:
If 2 painters can complete 4 rooms in 2 hours, then 1 painter can complete 2 rooms in 2 hours.
If 1 painter can complete 2 rooms in 2 hours, then 1 painter can complete 12 rooms in 8 hours.
If 1 painter can complete 12 rooms in 8 hours, then 6 painters can complete 24 rooms in 8 hours.
The answer is D.

Final Answer:
6",8.771087408065796,AQUA-RAT,math_reasoning
7305,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"A worker's take-home pay last year was the same each month, and she saved the same fraction of her take-home pay each month. The total amount of money that she had saved at the end of the year was 5 times the amount of that portion of her monthly take-home pay that she did NOT save. If all the money that she saved last year was from her take-home pay, what fraction of her take-home pay did she save each month?

Choices:
A. 2/11
B. 3/14
C. 5/17
D. 7/20
E. 11/30",5/17,"Reasoning:
Let x be the monthly take-home pay and y be the fraction of monthly take-home pay that she saved.
Then, the total amount of money that she saved last year was 5 times the amount of that portion of her monthly take-home pay that she did NOT save.
So, 12xy = 5(1-y)x
12y = 5(1-y)
12y = 5 - 5y
17y = 5
y = 5/17
The answer is C.

Final Answer:
5/17",10.20721697807312,AQUA-RAT,math_reasoning
4241,Read the science question and the answer choices carefully. Reason about the options and provide the correct answer.,"A combination of processes occurs when stars are forming. Which is one process most likely associated with the formation of new stars?

Choices:
A. Hydrogen in the cores of the stars is exhausted.
B. Material accumulates from stars that have died.
C. Elements in the stars such as iron undergo fusion.
D. Cores of stars become twice as massive as the Sun.",Material accumulates from stars that have died.,"Reasoning:
Not provided

Final Answer:
Material accumulates from stars that have died.",1.7059175968170166,ARC-Challenge,science_reasoning
11204,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"In 1 hour, a boat goes 6 km along the stream and 12 km against the stream. The speed of the boat in still water (in km/hr) is :

Choices:
A. 3 km/hr.
B. 2 km/hr.
C. 6 km/hr.
D. 8 km/hr.
E. 9 km/hr.",9 km/hr.,"Reasoning:
Let the speed of the boat in still water and the speed of the stream be x km/hr and y km/hr respectively.
Then, (x + y) = 6 => x = 6 - y
and (x - y) = 12 => x = 12 + y
Solving, we get x = 9 and y = 3.
Hence, the speed of the boat in still water = 9 km/hr.
Answer: E

Final Answer:
9 km/hr.",9.429202318191528,AQUA-RAT,math_reasoning
2276,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"A fruit-salad mixture consists of apples, peaches, and grapes in the ratio 12:8:7, respectively, by weight. If 54 pounds of the mixture is prepared, the mixture includes how many more pounds of apples than grapes?

Choices:
A. 15
B. 10
C. 9
D. 6
E. 4",10,"Reasoning:
The ratio of apples to peaches to grapes is 12:8:7.
The ratio of apples to grapes is 12/7.
The ratio of apples to grapes is 12/7.
The ratio of apples to grapes is 12/7.
The ratio of apples to grapes is 12/7.
The ratio of apples to grapes is 12/7.
The ratio of apples to grapes is 12/7.
The ratio of apples to grapes is 12/7.
The ratio of apples to grapes is 12/7.
The ratio of apples to grapes is 12/7.
The ratio of apples to grapes is 12/7.
The ratio of apples to grapes is 12/7.
The ratio of apples to grapes is 12/7.
The ratio of apples to grapes is 12/7.
The ratio of apples to grapes is 12/7.
The ratio of apples to grapes is 12/7.
The ratio of apples to grapes is 12/7.
The ratio of apples to grapes is 12/7.
The ratio of apples to grapes is 12/7.
The ratio of apples to grapes is 12/7.
The ratio of apples to grapes is 12/7.
The ratio of apples to grapes is 12/7.
The ratio of apples to grapes is 12/7.
The ratio of apples to grapes is 12/7.
The ratio of apples to grapes is 12/7.
The ratio of apples to grapes is 12/7.
The ratio of apples to grapes is 12/7.
The ratio of apples to grapes is 12/7.
The ratio of apples to grapes is 12/7.
The ratio of apples to grapes is 12/7.
The ratio of apples to grapes is 12/7.
The ratio of apples to grapes is 12/7.
The ratio of apples to grapes is 12/7.
The ratio of apples to grapes is 12/7.
The ratio of apples to grapes is 12/7.
The ratio of apples to grapes is 12/7.
The ratio of apples to grapes is 12/7.
The ratio of apples to grapes is 12/7.
The ratio of apples to grapes is 12/7.
The ratio of apples to grapes is 12/7.
The ratio of apples to grapes is 12/7.
The ratio of apples to grapes is 12/7.
",44.78850865364075,AQUA-RAT,math_reasoning
13966,Read the question and supporting facts carefully. Reason about the information and answer with Yes or No.,Do flying fish have good eyesight?,Yes,"Reasoning:
Flying fish have eyes that are located on the top of their head. Eyes that are located on the top of the head are not very good at seeing objects that are far away.

Final Answer:
No",3.861170768737793,StrategyQA,commonsense_reasoning
17837,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"A boy rides his bicycle 20km at an average speed of 20km/hr and again travels 30km at an average speed of 10km/hr. His average speed for the entire trip is approximately?

Choices:
A. 10.6km/hr
B. 8.9km/hr
C. 15.5km/hr
D. 12.5km/hr
E. 15km/hr",12.5km/hr,"Reasoning:
Total time taken = (20/20) + (30/10) = 1 + 3 = 4 hrs
Total distance = 20 + 30 = 50 km
Average speed = 50/4 = 12.5 km/hr
Answer: D

Final Answer:
12.5km/hr",6.218065977096558,AQUA-RAT,math_reasoning
19416,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"A crate of apples contains 1 bruised apple for every 35 apples in the crate. Two out of every 4 bruised apples are considered not fit to sell, and every apple that is not fit to sell is bruised. If there are 10 apples not fit to sell in the crate, how many apples are there in the crate?

Choices:
A. 270
B. 360
C. 700
D. 600
E. 840",700,"Reasoning:
Let the number of apples in the crate be x.
Then, the number of bruised apples = x/35.
Number of apples not fit to sell = 2/4 * x/35 = x/70.
But, x/70 = 10.
x = 700.
Answer: C

Final Answer:
700",6.340644836425781,AQUA-RAT,math_reasoning
19395,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"Of the three-digit integers greater than 600, how many have distinct digits ?

Choices:
A. 90
B. 82
C. 80
D. 45
E. 288",288,"Reasoning:
The first digit can be 6, 7, 8 or 9.
The second digit can be any of the remaining 9 digits.
The third digit can be any of the remaining 8 digits.
The number of integers is 4*9*8 = 288.
The answer is E.

Final Answer:
288",6.179339170455933,AQUA-RAT,math_reasoning
11352,Solve the following math reasoning problem step by step.,"Eva learns for two semesters in a year. In 2019, she scored ten more marks in maths in the first semester than the second, 15 marks less in arts, and 1/3 marks less in science in the first semester than the second. If she got 80 marks in maths in the second semester, 90 marks in arts, and 90 in science, what's the total number of her marks in all the semesters?",485,"Reasoning:
In the first semester, Eva scored 80 + 10 = <<80+10=90>>90 marks in maths.
In the first semester, she scored 90 - 15 = <<90-15=75>>75 marks in arts.
In the first semester, she scored 90 - 1/3 * 90 = 90 - 30 = <<90-1/3*90=60>>60 marks in science.
The total marks she scored in the first semester is 90 + 75 + 60 = <<90+75+60=225>>225.
The total marks she scored in the second semester is 80 + 90 + 90 = <<80+90+90=260>>260.
The total marks she scored in all the semesters is 225 + 260 = <<225+260=485>>485.

Final Answer:
485",16.041709423065186,gsm8k,math_reasoning
13083,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"4 years ago, Paula was 4 times as old as Karl. In 12 years, Paula will be twice as old as Karl. What is the sum of their ages now?

Choices:
A. 36
B. 40
C. 44
D. 48
E. 52",48,"Reasoning:
Let x be Karl's age now.
Paula's age 4 years ago = 4x
Paula's age now = 4x+4
In 12 years, Paula's age will be 4x+4+12 = 4x+16
In 12 years, Karl's age will be x+12
4x+16 = 2(x+12)
4x+16 = 2x+24
2x = 8
x = 4
Paula's age now = 4x+4 = 4(4)+4 = 20
Karl's age now = x = 4
Sum of their ages now = 20+4 = 24
Answer: A

Final Answer:
36",14.463555812835692,AQUA-RAT,math_reasoning
22148,Solve the following math reasoning problem step by step.,"The cost of transporting 80 bags of cement, each weighing 50 kgs, is $6000. What's the cost of transporting three times as many cement bags, each weighing 3/5 times as many kgs?",10800,"Reasoning:
The total weight of the cement bags is 80 bags * 50 kgs/bag = <<80*50=4000>>4000 kgs.
The cost of transporting 1 kg of cement is $6000 / 4000 kgs = $<<6000/4000=1.5>>1.5/kg.
The number of cement bags to be transported is 80 bags * 3 = <<80*3=240>>240 bags.
The total weight of the cement bags is 240 bags * 3/5 kgs/bag = <<240*3/5=144>>144 kgs.
The cost of transporting the cement bags is 144 kgs * $1.5/kg = $<<144*1.5=216>>216.

Final Answer:
216",14.665411472320557,gsm8k,math_reasoning
24790,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"How many odd numbers between 10 and 1,100 are the squares of integers?

Choices:
A. 12
B. 13
C. 14
D. 15
E. 16",15,"Reasoning:
The square of an odd number is always odd.
The square of an even number is always even.
10 is even and 1,100 is even.
So, the odd numbers between 10 and 1,100 are the squares of odd integers.
The odd integers between 1 and 100 are 1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21, 23, 25, 27, 29, 31, 33, 35, 37, 39, 41, 43, 45, 47, 49, 51, 53, 55, 57, 59, 61, 63, 65, 67, 69, 71, 73, 75, 77, 79, 81, 83, 85, 87, 89, 91, 93, 95, 97, 99.
So, the number of odd numbers between 10 and 1,100 that are the squares of integers is 16.
The answer is E.

Final Answer:
16",21.45086693763733,AQUA-RAT,math_reasoning
22204,Solve the following math reasoning problem step by step.,Hayes does 3 loads of laundry a week using a detergent pod for each load.  His detergent pods come 39 to a pack.  How many packs of detergent pods will he need to do a full year of laundry?,4,"Reasoning:
He does 3 loads a week and there are 52 weeks in a year so he does 3*52 = <<3*52=156>>156 loads a year
Each pack has 39 detergent pods and he does 156 loads a year so he needs 156/39 = <<156/39=4>>4 packs of detergent pods

Final Answer:
4",6.988889694213867,gsm8k,math_reasoning
12774,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"Sheena has a pet frog and it is growing fast and eating more flies each day. When she first brought it home on Monday it ate 3 flies, Tuesday it ate 6, Wednesday it ate 9, and Friday it ate 15.
How many flies did her frog eat on Thursday?

Choices:
A. 12
B. 14
C. 10
D. 11
E. 13",12,"Reasoning:
The frog ate 3, 6, 9, 15, so the next number should be 12.
The answer is A.

Final Answer:
12",3.278682947158813,AQUA-RAT,math_reasoning
23178,Solve the following math reasoning problem step by step.,"John sends his son to prep school.  It cost $20,000 per semester.  There are 2 semesters in the year.  How much does it cost to send the kid to 13 years of school?","520,000","Reasoning:
It cost 20000*2=$<<20000*2=40000>>40,000 per year
So it cost 40,000*13=$<<40000*13=520000>>520,000

Final Answer:
520000",4.961057901382446,gsm8k,math_reasoning
26782,Solve the following math reasoning problem step by step.,"Adam’s wardrobe is too crowded so he decides to donate some of his clothes to a charity shop. He takes out 4 pairs of pants, 4 jumpers, 4 pajama sets (top and bottom), and 20 t-shirts, then asks his friends if they have anything they want to donate. 3 of his friends donate the same amount of clothing as Adam each. Then he takes another look over his clothing and decides that he actually wants to keep half of his clothes. How many articles of clothing are being donated in total?",126,"Reasoning:
Adam donates 4 + 4 + 4 + 20 = <<4+4+4+20=32>>32 articles of clothing.
His friends donate the same amount as Adam, so 3 * 32 = <<3*32=96>>96 articles of clothing.
Adam decides to keep half of his clothes, so he keeps 32 / 2 = <<32/2=16>>16 articles of clothing.
Adam and his friends donate 32 + 96 = <<32+96=128>>128 articles of clothing.
The total number of articles of clothing being donated is 128 + 16 = <<128+16=144>>144.

Final Answer:
144",12.841953992843628,gsm8k,math_reasoning
18905,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"Danny and Steve are running towards each other, each one from his own house. Danny can reach Steve's house in 31 minutes of running, which is half the time it takes Steve to reach Danny's house. If the two started to run at the same time, how much time longer will it take Steve to reach the halfway point between their houses than Danny to reach the halfway point between their houses?

Choices:
A. 15.5 minutes
B. 31 minutes
C. 35 minutes
D. 62 minutes
E. 93 minutes",15.5 minutes,"Reasoning:
Danny can reach Steve's house in 31 minutes of running, which is half the time it takes Steve to reach Danny's house.
So, Steve can reach Danny's house in 31*2 = 62 minutes.
So, Danny can reach halfway point in 31/2 = 15.5 minutes.
Steve can reach halfway point in 62/2 = 31 minutes.
So, Steve will take 15.5 minutes longer than Danny to reach halfway point.
Answer: A

Final Answer:
15.5 minutes",9.82783842086792,AQUA-RAT,math_reasoning
12052,Solve the following math reasoning problem step by step.,"Dan owns an ice cream shop and every sixth customer gets a free ice cream cone. Cones cost $2 each. If he sold $100 worth of cones, how many free ones did he give away?",10,"Reasoning:
He sold 100/2=<<100/2=50>>50 cones
So he gave away 50/6=<<50/6=8.33>>8.33 free cones
So he gave away 8 free cones

Final Answer:
8",5.196918725967407,gsm8k,math_reasoning
11621,Read the question and supporting facts carefully. Reason about the information and answer with Yes or No.,Are twinkies considered artisan made products?,No,"Reasoning:
Twinkies are a mass-produced snack food. Mass-produced foods are not considered artisan made products.

Final Answer:
No",2.437073945999145,StrategyQA,commonsense_reasoning
29488,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"It takes Avery 5 hours to build a brick wall while Tom can do it in 4 hours. If the two start working together and after an hour Avery leaves, how much time will it take Tom to complete the wall on his own?

Choices:
A. 1 hour and 20 minutes.
B. 2 hours and 12 minutes.
C. 1 hour and 40 minutes.
D. 55 minutes
E. 2 hours and 20 minutes",2 hours and 12 minutes.,"Reasoning:
Avery and Tom can build 1/5 and 1/4 of the wall in one hour respectively.
In the first hour, they build 1/5 + 1/4 = 9/20 of the wall.
The remaining wall is 11/20.
Tom can build 1/4 of the wall in one hour.
The time required by Tom to build the remaining wall is 11/20 * 4 = 11/5 = 2 hours and 12 minutes.
The answer is B.

Final Answer:
2 hours and 12 minutes.",10.711843729019163,AQUA-RAT,math_reasoning
10427,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"The probability that a man will be alive for 10more yrs is 1/4 & the probability that his wife will alive for 10 more yrs is 1/3. The probability that none of them will be alive for 10 more yrs, is

Choices:
A. 1/2
B. 2/3
C. 3/5
D. 3/7
E. 4/9",1/2,"Reasoning:
P (not alive for 10 more yrs) = 1 - P (alive for 10 more yrs)
= 1 - 1/4 - 1/3 = 1 - 7/12 = 5/12
Required probability = 5/12 * 5/12 = 25/144
Answer: E

Final Answer:
4/9",7.249380588531494,AQUA-RAT,math_reasoning
23819,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"If the simple interest on a sum of money for 2 years at 5% per annum is Rs. 50, what is the compound interest on the same sum at the rate and for the same time?

Choices:
A. Rs. 51.25
B. Rs. 51.22
C. Rs. 51.219
D. Rs. 51.18
E. Rs. 51.11",Rs. 51.25,"Reasoning:
Let the sum be Rs. P.
Then, P = (50 * 100) / (2 * 5) = Rs. 250.
C.I. = (250 * (1 + 5/100)2 - 250) = Rs. 51.25.
Answer: A

Final Answer:
Rs. 51.25",6.682403326034546,AQUA-RAT,math_reasoning
11686,Read the question and supporting facts carefully. Reason about the information and answer with Yes or No.,Is Noah's Ark an upgrade for Golden Age of Piracy pirates?,Yes,"Reasoning:
The Golden Age of Piracy was from 1650 to 1720. Noah's Ark was built around 2800 BC. Noah's Ark was built by Noah, a biblical figure.

Final Answer:
No",4.109568357467651,StrategyQA,commonsense_reasoning
14573,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"A trader has 50 kg of pulses, part of which he sells at 8 per cent profit and the rest at 18 per cent profii. He gains 14 per cent on the whole. What is the quantity sold at 18 per cent profit?

Choices:
A. 30 kg
B. 25 kg
C. 20 kg
D. 40 kg
E. none of these",30 kg,"Reasoning:
Explanation:
Let the quantity sold at 18 per cent profit = x kg
Then, quantity sold at 8 per cent profit = (50 - x) kg
C.P. of x kg of pulses = S.P. of x kg of pulses
=> 1.18x = 1.08(50 - x)
=> 1.18x = 54 - 1.08x
=> 2.26x = 54
=> x = 54/2.26 = 24 kg
Answer: B

Final Answer:
25 kg",10.590504169464111,AQUA-RAT,math_reasoning
17723,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"How many multiples of 6 are less than 5000, and also multiples of 8?

Choices:
A. 104
B. 208
C. 625
D. 832
E. 833",208,"Reasoning:
The number of multiples of 6 less than 5000 is 5000/6 = 833.
The number of multiples of 8 less than 5000 is 5000/8 = 625.
The number of multiples of 24 less than 5000 is 5000/24 = 208.
The number of multiples of 6 and 8 less than 5000 is 5000/24 = 208.
The number of multiples of 6 and 8 less than 5000 is 833 - 208 = 625.
The number of multiples of 6 and 8 less than 5000 is 625.
The answer is C.

Final Answer:
625",12.848544120788574,AQUA-RAT,math_reasoning
4982,Solve the following math reasoning problem step by step.,"The school decided to have a fundraiser to collect $750 for new basketball equipment. Families could donate $25, $50, or $100. Families who donated $25 got Bronze Status. Families who donated $50 got Silver Status. Families who donated $100 got Gold Status. With one day left in the fundraiser, the school has 10 Bronze Status families, 7 Silver Status Families and 1 Gold Status family. How much do they need to raise on the final day to reach their goal?",50,"Reasoning:
The school has raised $250 from the Bronze Status families because 10 x 25 = <<10*25=250>>250
The school has raised $350 from the Silver Status families because 7 x 50 = <<7*50=350>>350
The school has raised $150 from the Gold Status family because 1 x 100 = <<1*100=150>>150
The school has raised $750 in total because 250 + 350 + 150 = <<250+350+150=750>>750
They need to raise $0 because 750 - 750 = <<750-750=0>>0

Final Answer:
0",12.422045469284058,gsm8k,math_reasoning
1366,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"If the product of the integers from 1 to n is divisible by 686, what is the least possible value of n?

Choices:
A. 7
B. 14
C. 21
D. 28
E. 35",21,"Reasoning:
686 = 2*7*7*7
The least possible value of n is 7.
The answer is A.

Final Answer:
7",2.969756603240967,AQUA-RAT,math_reasoning
5535,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"In a 500 m race, the ratio of speeds of two runners P and Q is 3:5. P has a start of 200 m then the distance between P and Q at the finish of the race is:

Choices:
A. Both reach at the same time
B. P wins by 100 m
C. Q wins by 50 m
D. Q wins by 100 m
E. None of these",Both reach at the same time,"Reasoning:
Explanation:
Let the speed of P and Q be 3x m/sec and 5x m/sec respectively.
Distance covered by P in 500 m = 500 m
Distance covered by Q in 500 m = 500 m
Distance covered by P in 300 m = 300 m
Distance covered by Q in 300 m = 300 m
Distance between P and Q at the finish of the race = 300 m - 200 m = 100 m
Answer: D

Final Answer:
Q wins by 100 m",10.10240077972412,AQUA-RAT,math_reasoning
8824,Solve the following math reasoning problem step by step.,"Out of the 200 cookies that Javier baked from the recipe he learned online, his wife took 30%, and his daughter took 40 from the remaining cookies. If he ate half of the remaining cookies, how many cookies did they not eat?",50,"Reasoning:
Javier's wife took 30/100*200 = <<30/100*200=60>>60 cookies.
The remaining cookies after his wife took 200-60 = <<200-60=140>>140 cookies.
His daughter took 40 cookies from the remaining 140 cookies, leaving 140-40 = <<140-40=100>>100 cookies.
Javier ate half of the remaining cookies, leaving 100/2 = <<100/2=50>>50 cookies.
The total number of cookies that they did not eat is 50+40 = <<50+40=90>>90 cookies.

Final Answer:
90",11.655402183532717,gsm8k,math_reasoning
18849,Solve the following math reasoning problem step by step.,"Ben has 8 apples more than Phillip does. Tom has three eighths as many apples at Ben has. If Phillip has 40 apples, how many apples does Tom have?",18,"Reasoning:
Ben has 8+40 = <<8+40=48>>48 apples.
Tom has 3/8*48 = <<3/8*48=18>>18 apples.

Final Answer:
18",4.001510620117188,gsm8k,math_reasoning
2129,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"150 is what percent of 60 ?

Choices:
A. 250%
B. 20%
C. 50%
D. 200%
E. 500%",250%,"Reasoning:
150/60 = 2.5 = 250%
Answer is A.

Final Answer:
250%",2.2607483863830566,AQUA-RAT,math_reasoning
7571,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"A start walking from a place at a uniform speed of 4 kmph in a particular direction. After half an hour, B starts from the same place and walks in the same direction as A at a uniform speed and overtakes A after 1 hour 48 minutes. Find the speed of B.

Choices:
A. 4.7 kmph
B. 4.6 kmph
C. 4 kmph
D. 7 kmph
E. 5.3 kmph",4.6 kmph,"Reasoning:
Explanation:
Let the speed of B be x kmph.
Then, distance covered by A in 1 hour 48 minutes = distance covered by B in 1 hour 48 minutes.
=> 4.8x = 4.5x + 4.5
=> 0.3x = 4.5
=> x = 15 kmph.
Answer: D

Final Answer:
7 kmph",8.059436321258545,AQUA-RAT,math_reasoning
20627,Read the question and supporting facts carefully. Reason about the information and answer with Yes or No.,Could all of the 2008 Summer Olympics women find a hookup athlete partner?,Yes,"Reasoning:
The 2008 Summer Olympics had 10,942 athletes. The 2008 Summer Olympics had 2,800 women. The 2008 Summer Olympics had 8,142 men. The 2008 Summer Olympics had 2,800 women and 8,142 men. The 2008 Summer Olympics had 11,042 athletes.

Final Answer:
Yes",6.858520030975342,StrategyQA,commonsense_reasoning
7916,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"3x^2-6x+3 = 0
Find the above equation find the value of x

Choices:
A. 0
B. X=1
C. 2
D. 4
E. 5",X=1,"Reasoning:
3x^2-6x+3 = 0
3x^2-3x-3x+3 = 0
3x(x-1)-3(x-1) = 0
3(x-1)(x-1) = 0
(x-1)(x-1) = 0
x-1 = 0
x = 1
ANSWER:B

Final Answer:
X=1",8.250174522399902,AQUA-RAT,math_reasoning
26559,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"In the manufacture of a certain product, 9 percent of the units produced are defective and 5 percent of the defective units are shipped for sale. What percent of the units produced are defective units that are shipped for sale?

Choices:
A. 0.15%
B. 0.45%
C. 0.8%
D. 1.25%
E. 2.0%",0.45%,"Reasoning:
9% of the units are defective and 5% of the defective units are shipped for sale.
So, 9% of 5% = 0.09*0.05 = 0.0045 = 0.45%
Answer: B

Final Answer:
0.45%",5.684011220932007,AQUA-RAT,math_reasoning
23498,Read the science question and the answer choices carefully. Reason about the options and provide the correct answer.,"Which of the following is a similarity 20 between x-ray waves and sound waves?

Choices:
A. Both transfer energy.
B. Both require a vacuum.
C. Both have the same speed.
D. Both have the same frequency.",Both transfer energy.,"Reasoning:
Not provided

Final Answer:
Both transfer energy.",1.2255256175994873,ARC-Challenge,science_reasoning
3518,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"A train 700 m long can cross an electric pole in 20 sec and then find the speed of the train?

Choices:
A. 117 Kmph
B. 178 Kmph
C. 126 Kmph
D. 118 Kmph
E. 119 Kmph",126 Kmph,"Reasoning:
Speed = 700/20 = 35 M/Sec
= 35 * 18/5 = 126 Kmph
Answer:C

Final Answer:
126 Kmph",3.490147352218628,AQUA-RAT,math_reasoning
24313,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"An bus covers a certain distance at a speed of 260 kmph in 5 hours. To cover the samedistance in 1hr, it must travel at a speed of?

Choices:
A. 600 km/hr
B. 720 km/hr
C. 730 km/hr
D. 750 km/hr
E. 780 km/hr",780 km/hr,"Reasoning:
Explanation:
Speed = 260 * 5/5 = 260 kmph
Required speed = 260 * 1/5 = 52 kmph
Answer: Option A

Final Answer:
600 km/hr",4.19455623626709,AQUA-RAT,math_reasoning
23459,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"A train running at the speed of 60 km/hr crosses a pole in 9 sec. What is the length of the train?

Choices:
A. 296 m
B. 267 m
C. 297 m
D. 150 m
E. 255 m",150 m,"Reasoning:
Speed = 60 * 5/18 = 50/3 m/sec.
Length of the train = Speed * Time = 50/3 * 9 = 150 m.
Answer: D

Final Answer:
150 m",4.807461977005005,AQUA-RAT,math_reasoning
13852,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"A shopping cart contains only apples, oranges, and pears. If there are twice as many oranges as apples, and twice as many pears as oranges, then the apples are equivalent to what fraction of the pears?

Choices:
A. 1/4
B. 1/3
C. 1/2
D. 2/3
E. 3/4",1/4,"Reasoning:
Let the number of apples be x.
Then the number of oranges = 2x.
The number of pears = 2*2x = 4x.
The number of apples = x.
The number of apples is equivalent to 1/4 of the number of pears.
The answer is A.

Final Answer:
1/4",6.395144939422607,AQUA-RAT,math_reasoning
12092,Solve the following math reasoning problem step by step.,"Kylie and Kayla pick apples together and take home 340 apples total. If Kayla picked 10 more than 4 times the amount of apples that Kylie picked, how many apples did Kayla pick?",274,"Reasoning:
Let x be the number of apples Kylie picked.
Kayla picked 4*x+10 apples.
The total number of apples they picked is x+(4*x+10)=340.
Combining like terms, we get 5*x+10=340.
Subtracting 10 from both sides, we get 5*x=330.
Dividing both sides by 5, we get x=66.
Kayla picked 4*66+10=<<4*66+10=274>>274 apples.

Final Answer:
274",9.644386053085327,gsm8k,math_reasoning
14528,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"A man rows his boat 95 km downstream and 45 km upstream, taking 2 1/2 hours each time. Find the speed of the stream?

Choices:
A. 6
B. 7
C. 10
D. 8
E. 9",10,"Reasoning:
95 --- 2 1/2
? ---- 1
45 ---- 2 1/2
? ---- 1
S = (95 - 45)/2 = 25
Answer: C

Final Answer:
10",4.642590045928955,AQUA-RAT,math_reasoning
14950,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"In how many different ways can the letters of the word MISSISSIPPI be arranged?

Choices:
A. 11!/(4!4!2!)
B. 11!/4!
C. 11!/2!
D. 11!
E. 2×11!",11!/(4!4!2!),"Reasoning:
The word MISSISSIPPI has 11 letters, of which 4 are identical S's, 4 are identical I's and 2 are identical P's.
The number of ways of arranging the letters is 11!/(4!4!2!)
The answer is A.

Final Answer:
11!/(4!4!2!)",6.600295066833496,AQUA-RAT,math_reasoning
20870,Read the science question and the answer choices carefully. Reason about the options and provide the correct answer.,"What should be done when the results of an experiment do not support the hypothesis?

Choices:
A. repeat the experiment and check for errors
B. change the observations to match the hypothesis
C. redo the experiment until the expected results are obtained
D. record and analyze the data after changing the hypothesis",repeat the experiment and check for errors,"Reasoning:
Not provided

Final Answer:
repeat the experiment and check for errors",1.50586199760437,ARC-Challenge,science_reasoning
